108

1	5.60E-02	-0.117876276	-3.86E-02
2	4.40E-02	0.711005509	0.699428022
3	0.74353677	-0.224554926	0.863801897
4	0.632338583	0.722615004	-0.185909048
5	1.47245097	-0.141208246	-7.84E-02
6	1.21854627	0.778766036	0.541419983
7	1.9552927	-7.53E-02	0.673666596
8	2.13338017	0.517953157	-4.26E-02
9	-1.55381286	-3.72E-02	-0.151176274
10	-1.61410606	0.600889266	0.667189837
11	-0.830183148	5.43E-02	0.623040438
12	-0.808939457	0.87468189	6.15E-02
13	-0.127698854	1.40603685	-0.121621802
14	3.85E-02	2.16815758	0.647562325
15	0.581604362	1.39008927	0.634920895
16	0.664739311	-2.17061329	-2.23E-02
17	1.2666806	1.3824805	-3.89E-02
18	1.38666868	2.12852812	0.742402554
19	1.9022578	1.36523724	0.790901184
20	-2.13343191	2.11369967	-4.76E-02
21	-1.66717374	1.27383912	-0.128150031
22	-1.38613236	2.11092949	0.563771307
23	-0.805982292	1.4684974	0.717930794
24	-0.762342155	2.10988927	-5.51E-02
25	-0.235424116	-1.45543289	-0.184697032
26	-1.94E-02	-0.816029489	0.634844959
27	0.818717599	-1.47464108	0.567571938
28	0.683852077	-0.786132693	-4.89E-02
29	1.49775994	-1.5082742	-1.61E-02
30	1.4123987	-0.749940991	0.59685868
31	-2.13334131	-1.49560463	0.640363395
32	-2.14914703	-0.729759932	-0.247513145
33	-1.46565425	-1.50106668	3.53E-02
34	-1.67162466	-0.670271456	0.766400635
35	-0.799571395	-1.46406806	0.671072543
36	-0.864007711	-0.741474211	-3.20E-03
37	-0.113521323	-0.125127852	1.24347699
38	-3.11E-02	0.519646406	2.15503979
39	0.655048728	-9.99E-02	2.16700697
40	0.659988344	0.579755366	1.36471784
41	1.34198821	7.83E-02	1.44966614
42	1.52775395	0.714258909	2.1432817
43	2.01700616	-0.149110928	2.06517816
44	2.11992288	0.66009903	1.31681621
45	-1.59451723	-4.02E-02	1.44143724
46	-1.38655424	0.687185407	2.08093309
47	-0.93990916	1.33E-02	-2.14071417
48	-0.754837036	0.673303902	1.38478041
49	-4.60E-02	1.19914722	1.48499382
50	-3.51E-02	2.05457067	-2.13546371
51	0.58866632	1.27400208	2.13959455
52	0.654434264	1.92987883	1.4611851
53	1.36539161	1.38834083	1.56793249
54	1.40605021	2.13526154	2.16753602
55	-2.1164732	1.2671479	2.01550817
56	2.04551721	2.12948251	1.38327992
57	-1.59406531	1.52559137	1.26205719
58	-1.49090672	2.13921213	2.13293815
59	-0.671848059	1.43424642	-2.10638571
60	-0.699596345	2.01465535	1.49253821
61	-8.63E-02	-1.45747006	1.27364492
62	-0.184230149	-0.620013833	2.023669
63	0.534397423	-1.63389194	2.03418946
64	0.517959356	-0.879682004	1.46974099
65	1.38827968	-1.43529928	1.45638454
66	1.34875989	-0.695462108	2.08292317
67	2.10745025	-1.58511424	2.0485692
68	1.99725485	-0.734556794	1.37357402
69	-1.52230799	-1.708915	1.34696877
70	-1.60264397	-0.979352415	1.97639358
71	-0.718013644	-1.39679515	2.13003373
72	-0.822344542	-0.813033581	1.34448767
73	-1.90E-02	-5.22E-02	-1.44714189
74	7.46E-02	0.533879519	-0.837036192
75	0.867846668	-9.24E-02	-0.725631833
76	0.761023223	0.610026062	-1.53042924
77	1.52842748	8.43E-02	-1.56450379
78	1.36614513	0.691113889	-0.72664851
79	2.12268138	8.42E-02	-0.855808794
80	-1.99264586	0.607797146	-1.64881361
81	-1.56551695	-0.128412038	-1.42465734
82	-1.50566077	0.59534514	-0.820676804
83	-0.730771005	-0.135323256	-0.756503403
84	-0.818206906	0.614471912	-1.44790757
85	-2.59E-02	1.49102831	-1.46325386
86	-2.93E-02	2.15219712	-0.651155829
87	0.717882574	1.35436296	-0.834769487
88	0.685533762	2.15628386	-1.41234493
89	1.463732	1.33423388	-1.60641253
90	1.36592722	2.10240984	-0.777935266
91	2.05968213	1.40282309	-0.875323594
92	2.01154733	2.13237786	-1.39309812
93	-1.40053713	1.37177026	-1.57630169
94	-1.39107752	2.16958904	-0.879278302
95	-0.782556534	1.37545681	-0.78421402
96	-0.825493217	-2.06447434	-1.54083741
97	-3.62E-02	-1.57401919	-1.32604349
98	1.16E-02	-0.715973794	-0.864865541
99	0.693676472	-1.50569582	-0.610018849
100	0.623295724	-0.844377458	-1.60942471
101	1.35071182	-1.55739093	-1.40411139
102	1.52512181	-0.675933599	-0.826277256
103	2.14894032	-1.56050229	-0.687130511
104	2.07113314	-0.855310321	-1.65086281
105	-1.59602606	-1.35966098	-1.42043841
106	-1.4721508	-0.698723793	-0.759399116
107	-0.775664151	-1.30222166	-0.807253957
108	-0.743729115	-0.686189771	-1.4913553
